instagram_comments,offensive_language,offensiveness_levels,antisemitism,apology_for_the_dictatorship,fatphobia,homophobia,partyism,racism,religious_intolerance,sexism,xenophobia,offensive_&_non-hate_speech,non-offensive,specialist_1_hate_speech,specialist_2_hate_speech,specialist_3_hate_speech
"De novo Narizinho,vc não cansa de falar mal do Bolsonaro,vai fazer outra coisa...vc sabe cozinhar,vai fazer alguma comida pro chifrudo do seu marido,chifrudo sim já que vc ama o cachaceiro de São Bernardo e vc qd vai ver ele em Curitiba,fica lá com ele na cela os dois a sós...",True,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
#forabolsonaro corrupto,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
VÃO TRABALHAR VAGABUNDOS,True,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False
VCS É QUE ESTÃO NOS ROUBANDO,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Para de manipular o gado deputada, ele não criou nada só sanciono a lei que vcs criaram, mas como esperar democracia de uma parlamentar petista né... aí fica tentando responsabilizar ele",True,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Sujeito desomano só pensa nele e na familia dele,mas eu creio Deus,diferente de que é falso com Deus",True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Não ! Só o trabalhador tomando no cano .,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Desgraçado 👹👿,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Uhuuu! Todos se ferrando.#euavisei,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Esse cara vai furde com trabalhador brasileiro quem votou nesse cara tá lacado kkkkkkk,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Canalha inútil,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Desgraçado 💩💩💩😡😡😡😡,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tona no cu trabalhador brasileiro que votou no narcotraficante.,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Pra mim não é surpresa, acho é pouco para os idiotas que votaram nele, tô ferrada mais eles tbm",True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"E um desgraçado, mais uma dia Ele saí",True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
E vcs roubaram o país inteiro... Idiota,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Nossa!!! Os trouxas não percebem!!!!!,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tenho mais nojo de quem votou nesse jegueeeeeee..ahhh vc votou vai aqui o meu FODA_SE pra vc ...🤗🤗🤗🤗,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Tomem trouxas , trabalhominions",True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Tá difícil mesmo esse bolsonaro e um demônio,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Bolsonaro 17 sempre o único que colocou e investigou o partido mais desonesto do Brasil Pt e seus ladroes,True,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Esse nogento,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Desgraçado, canalha!",True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Isso é um lixo um verdadeiro crápula,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Não votei nesse lixo é jamais votarei!,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
FDP,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
VAGABUNDO,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Nojo!,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Fora Bolsonaro bandido,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Que merda esse homem ñ faz nada pra melhor so fera com nos trabalhadores,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Impeachment do presidente urgente e toda a corja URGENTE. 🙌🙌🙌,True,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Esse homem é o Satanás,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Toma pobre trouxa! 😂😂😂,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Esse cara é o cão em carne e osso!!!!!!,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Verme parasita🤮,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Só os trabalhadores burros e idiotas são a favor dele,True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Fogo 🔥 nele,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
INDIOTA,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Isso é um nojento. 🤮🤮🤮🤮,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Vagabundo vai ter o q merece ainda quero viver muito para assistir de camarote a derrota desse bozo👊👊👊,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Deveria valer só para os DESGRAÇADOS DOS INFERNOS MINIONS,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Trapaceiro,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Só faz o mal a nação.,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Maldito,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tenha vergonha na cara e fale dos vcs fizeram com o Brasil!!! Nos fale sobre como está o Lula kkkkk,True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Aí seusotario bonsoniho,True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Odeio ele,True,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Estão vendo a burguesinha agradecendo o maldito!,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tem q aprender a roubar com vcs do pt... vcs são mestres,True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Familicia destruindo os direitos do trabalhador...,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Alguém pode dar um freio nesse miserável????..,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Que nojo. 😔,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Filho da p........ volta Lula, só vc pra consertar tudo isso....",True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Seu fiofó,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Isso é o anticristo, não tem vergonha na cara, de roubar os direitos de trabalhadores. Ao contrário dele que sempre mamou nas tetas do estado, e nunca criou um projeto se quer. E agora como um desgovernante tira direitos inclusive de eleitores dele como candidato. Um verdadeiro cara de pau.",True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
De roubo vocês são PhD.,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Vamos botar para arrombar... Pobre tem que se fuder,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Canalha, desgraçado",True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"PT nem em cena está, lulaaaa não governa desde 2014, seus bando de idiota",True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Fascusta maldito...O pior de tudo estiver que apesar de todas as lutas empreendidas pelos b,True,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Fica pra ele comer no caminho do inferno quando morrer,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Esse cara e um canalha, .",True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Essa gleisi tá bem doida,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Milicianos a bordo, pó a jato",True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Este cara nao tem mae nao isso e maldade e essa corja com tambem nao preta quanto estao gsnhando pra fazer tanta maldade com o povo brasileiro,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Esse maldito,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Chupa bandidagem que votaram neste cara,True,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Como quem nunca soube o que é Trabalho, sempre viveu fartamente as custas do Trabalho alheio, iria valorizar e Respeitar quem Trabalha!! Sangue Suga!!!!",True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Poucos vão sentir, porque a maioria dos Bolsotários são desempregados ou autônomos. Nem irão perceber o impacto na Economia. Não são gente. São espíritos encarnados",True,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Nenhuma, mas va dizer isso aos burros que o elegeram!",True,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Nojo desse verme!,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Oras. Ele está cumprindo sua campanha. Os trouxas dos gados merecem. Se ferrem tudim.,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FDP,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Covarde,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Esse bolsolixo é um canalha....,True,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Esse bolsolixo é um canalha....,True,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False
deveria valer apenas para aqueles que lambem o saco dele!!,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Isso é uma peste na vida da gente. Nunca tive dúvidas q essa criatura não presta.,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Ladrões safadooo 🍊🍊🍊,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"É o satanás , merece ser queimado no fogo do inferno",True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Bom e assim , xupa bolsomions .....papaguns",True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
